text,sentiment,contains_unusual,tokens
the explosion of the gas tanks at the end was just as awful  ,0,False,"['explosion', 'gas', 'tanks', 'end', 'awful']"
okay i like to consider myself a fair critic so ill give credit where credits duethe creature effects were actually pretty cool  ,1,False,"['okay', 'like', 'consider', 'fair', 'critic', 'ill', 'give', 'credit', 'credits', 'duethe', 'creature', 'effects', 'actually', 'pretty', 'cool']"
gotta love those closeups of slimy drooling teeth  ,1,False,"['gotta', 'love', 'closeups', 'slimy', 'drooling', 'teeth']"
to sum the film up breeders is a terrible cheaply made horror movie that should be avoided like the ebola virus  ,0,False,"['sum', 'film', 'breeders', 'terrible', 'cheaply', 'made', 'horror', 'movie', 'avoided', 'like', 'ebola', 'virus']"
not recommended  ,0,False,['recommended']
he is almost unbearable to watch on screen he has little to no charisma and terrible comedic timing  ,0,False,"['almost', 'unbearable', 'watch', 'screen', 'little', 'charisma', 'terrible', 'comedic', 'timing']"
aside from its terrible lead this film has loads of other debits  ,0,False,"['aside', 'terrible', 'lead', 'film', 'loads', 'debits']"
i understand that its supposed to be a cheap popcorn comedy but that doesnt mean that it has to completely insult our intelligence and have writing so incredibly hackneyed that it borders on offensive  ,0,False,"['understand', 'supposed', 'cheap', 'popcorn', 'comedy', 'doesnt', 'mean', 'completely', 'insult', 'intelligence', 'writing', 'incredibly', 'hackneyed', 'borders', 'offensive']"
lewis blacks considerable talent is wasted here too as he is at his most incendiary when he is unrestrained which the pg13 rating certainly wont allow  ,0,False,"['lewis', 'blacks', 'considerable', 'talent', 'wasted', 'incendiary', 'unrestrained', 'pg13', 'rating', 'certainly', 'wont', 'allow']"
the films sole bright spot was jonah hill who will look almost unrecognizable to fans of the recent superbad due to the amount of weight he lost in the interim  ,1,False,"['films', 'sole', 'bright', 'spot', 'jonah', 'hill', 'look', 'almost', 'unrecognizable', 'fans', 'recent', 'superbad', 'due', 'amount', 'weight', 'lost', 'interim']"
with the originality and freshness of the first movie now spent this remake had little else to offer  ,0,False,"['originality', 'freshness', 'first', 'movie', 'spent', 'remake', 'little', 'else', 'offer']"
the budget was evidently very limited  ,0,False,"['budget', 'evidently', 'limited']"
this was reflected not only in the cast but also in the belowpar script which borrowed much from the earlier classic  ,0,False,"['reflected', 'cast', 'also', 'belowpar', 'script', 'borrowed', 'much', 'earlier', 'classic']"
however here there was no decent acting action or location work to balance things up  ,0,False,"['however', 'decent', 'acting', 'action', 'location', 'work', 'balance', 'things']"
filmiing was less expansive  ,0,False,"['filmiing', 'less', 'expansive']"
it failed to convey the broad sweep of landscapes that were a great part of the original  ,0,False,"['failed', 'convey', 'broad', 'sweep', 'landscapes', 'great', 'part', 'original']"
generally it just lacked imagination  ,0,False,"['generally', 'lacked', 'imagination']"
not recommended  ,0,False,['recommended']
is it possible for a movie to get any worse than this  ,0,False,"['possible', 'movie', 'get', 'worse']"
there is no plot here to keep you going in the first place  ,0,False,"['plot', 'keep', 'going', 'first', 'place']"
even when the women finally show up there is no sign of improvement the most expected things happen and by the time the film is over you might be far asleep  ,0,False,"['even', 'women', 'finally', 'show', 'sign', 'improvement', 'expected', 'things', 'happen', 'time', 'film', 'might', 'far', 'asleep']"
beware this is not a trashy cult movie this is trash period  ,0,False,"['beware', 'trashy', 'cult', 'movie', 'trash', 'period']"
i cant believe theres even a sequel to this  ,0,False,"['cant', 'believe', 'theres', 'even', 'sequel']"
which is precisely why i am giving it such a bad review  ,0,False,"['precisely', 'giving', 'bad', 'review']"
being a 90s child i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons  ,1,False,"['90s', 'child', 'truly', 'enjoyed', 'show', 'proudly', 'say', 'enjoyed', 'big', 'time', 'even', 'classical', 'wb', 'cartoons']"
but tiny toons kept the 90s vibe and delivered one of the most popular funny and underrated cartoons ever created  ,1,False,"['tiny', 'toons', 'kept', '90s', 'vibe', 'delivered', 'one', 'popular', 'funny', 'underrated', 'cartoons', 'ever', 'created']"
the memories are murky but i can only say that i enjoyed every single episode and product related to the show  ,1,False,"['memories', 'murky', 'say', 'enjoyed', 'every', 'single', 'episode', 'product', 'related', 'show']"
easily none other cartoon made me laugh in a tender way before getting into dark sitcoms oriented for teenagers  ,1,False,"['easily', 'none', 'cartoon', 'made', 'laugh', 'tender', 'way', 'getting', 'dark', 'sitcoms', 'oriented', 'teenagers']"
the characters were all funny and had the peculiarity of not having a true lead character  ,1,False,"['characters', 'funny', 'peculiarity', 'true', 'lead', 'character']"
every single character was hilarious and deserved to be called a lead  ,1,False,"['every', 'single', 'character', 'hilarious', 'deserved', 'called', 'lead']"
every element of this story was so over the top excessively phony and contrived that it was painful to sit through  ,0,False,"['every', 'element', 'story', 'top', 'excessively', 'phony', 'contrived', 'painful', 'sit']"
her lines seem to have been written by a fifteen year old though they are trying oh so so hard to sound like how a fifteen year old would really um you know well talk  ,0,False,"['lines', 'seem', 'written', 'fifteen', 'year', 'old', 'though', 'trying', 'oh', 'hard', 'sound', 'like', 'fifteen', 'year', 'old', 'would', 'really', 'um', 'know', 'well', 'talk']"
perabo has a nice energy level and is obviously very comfortable in front of a camera  ,1,False,"['perabo', 'nice', 'energy', 'level', 'obviously', 'comfortable', 'front', 'camera']"
there is simply no excuse for something this poorly done  ,0,False,"['simply', 'excuse', 'something', 'poorly', 'done']"
i saw this movie and i thought this is a stupid movie  ,0,False,"['saw', 'movie', 'thought', 'stupid', 'movie']"
what is even more stupid is that who had thought an idea that there should be a volcano in los angeles  ,0,False,"['even', 'stupid', 'thought', 'idea', 'volcano', 'los', 'angeles']"
to be honest with you this is unbelievable nonsense and very foolish  ,0,False,"['honest', 'unbelievable', 'nonsense', 'foolish']"
in conclusion i will not bother with this movie because a volcano in los angeles is nothing but nonsense  ,0,False,"['conclusion', 'bother', 'movie', 'volcano', 'los', 'angeles', 'nothing', 'nonsense']"
the story line is just awful  ,0,False,"['story', 'line', 'awful']"
its just painful  ,0,False,['painful']
and the accents are absolutely abysmal  ,0,False,"['accents', 'absolutely', 'abysmal']"
theres also enough hypocrisy in this film to make me vomit  ,0,False,"['theres', 'also', 'enough', 'hypocrisy', 'film', 'make', 'vomit']"
dont waste your time watching this rubbish nonresearched film  ,0,False,"['dont', 'waste', 'time', 'watching', 'rubbish', 'nonresearched', 'film']"
i believe that pitch black was done well  ,1,False,"['believe', 'pitch', 'black', 'done', 'well']"
the characters are interesting and you want to find out more about them the longer the movie goes on and i think people will be surprised by who does and doesnt make it  ,1,False,"['characters', 'interesting', 'want', 'find', 'longer', 'movie', 'goes', 'think', 'people', 'surprised', 'doesnt', 'make']"
go watch it  ,1,False,"['go', 'watch']"
omit watching this  ,0,False,"['omit', 'watching']"
very funny  ,1,False,['funny']
my rating just 3 out of 10  ,0,False,"['rating', '3', '10']"
the characters are interesting and you really care for them  ,1,False,"['characters', 'interesting', 'really', 'care']"
an instant classic with a great soundtrack and a catchy song during the ending credits  ,1,False,"['instant', 'classic', 'great', 'soundtrack', 'catchy', 'song', 'ending', 'credits']"
dont miss it  ,1,False,"['dont', 'miss']"
this is a masterful piece of filmmaking with many themes simmering and occasionally boiling over in this warts and all study of the poets bohemian selfindulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat  the borderlines between friendship lust and love dedication to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and selfsacrifice and more  ,1,False,"['masterful', 'piece', 'filmmaking', 'many', 'themes', 'simmering', 'occasionally', 'boiling', 'warts', 'study', 'poets', 'bohemian', 'selfindulgent', 'wartime', 'years', 'span', 'aerial', 'bombardments', 'london', 'outward', 'tranquillity', 'welsh', 'coastal', 'retreat', 'borderlines', 'friendship', 'lust', 'love', 'dedication', 'art', 'experience', 'versus', 'practical', 'concerns', 'jealousy', 'rivalry', 'cowardice', 'egotism', 'versus', 'heroism', 'selfsacrifice']"
a mature subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances apart from the odd inappropriate smiling that keira knightley is prone to though perhaps under direction this time as the other characters themselves often mention it  ,1,False,"['mature', 'subtle', 'script', 'suggests', 'occasionally', 'brings', 'dramatic', 'focus', 'underlying', 'tensions', 'well', 'served', 'perfect', 'performances', 'apart', 'odd', 'inappropriate', 'smiling', 'keira', 'knightley', 'prone', 'though', 'perhaps', 'direction', 'time', 'characters', 'often', 'mention']"
but above all the exquisite visual composition of each moment with inventive and elegant use of closeup camera angle and lighting including pointillistic faux home movie footage is a wonder and joy to behold  ,1,False,"['exquisite', 'visual', 'composition', 'moment', 'inventive', 'elegant', 'use', 'closeup', 'camera', 'angle', 'lighting', 'including', 'pointillistic', 'faux', 'home', 'movie', 'footage', 'wonder', 'joy', 'behold']"
its as continuously beautiful to look at as a bertolucci but the relationships here are more convincing and the narrative more engaging than some of that masters work  ,1,False,"['continuously', 'beautiful', 'look', 'bertolucci', 'relationships', 'convincing', 'narrative', 'engaging', 'masters', 'work']"
the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew  ,0,False,"['basic', 'premise', 'wasted', 'since', 'sidelined', 'inexplicable', 'focus', 'documentary', 'crew']"
regardless the film fails on most levels  ,0,False,"['regardless', 'film', 'fails', 'levels']"
avoid at all costs  ,0,False,"['avoid', 'costs']"
i saw this film over christmas and what a great film it was  ,1,False,"['saw', 'film', 'christmas', 'great', 'film']"
i thought errol flynn was brilliant as custer and has since become my favourite actor  ,1,False,"['thought', 'errol', 'flynn', 'brilliant', 'custer', 'since', 'become', 'favourite', 'actor']"
his acting alongside olivia de havilland was brilliant and the ending was fantastic  ,1,False,"['acting', 'alongside', 'olivia', 'de', 'havilland', 'brilliant', 'ending', 'fantastic']"
i had always known that errol flynn was a brilliant actor as he was my dads favourite actor and i grew up watching his films as a child  ,1,False,"['always', 'known', 'errol', 'flynn', 'brilliant', 'actor', 'dads', 'favourite', 'actor', 'grew', 'watching', 'films', 'child']"
